utc,pid,event,handle,result,elapsed_ms,contexts,contexts_bytes,system,system_bytes,detail
2026-09-14T17:35:08.572Z,50160,before,0000000000000000,67,0.000,270,4,270,4,kill
2026-09-14T17:35:09.913Z,50160,open,00000000000002A0,1,46.969,320,4,320,4,index=24;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:09.965Z,50160,open,00000000000002A1,1,44.749,322,4,322,4,index=25;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:10.017Z,50160,open,00000000000002A2,1,44.969,324,4,324,4,index=26;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:10.073Z,50160,open,00000000000002A3,1,46.669,326,4,326,4,index=27;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:10.126Z,50160,open,00000000000002A4,1,45.236,328,4,328,4,index=28;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:10.180Z,50160,open,00000000000002A5,1,45.491,330,4,330,4,index=29;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:10.235Z,50160,open,00000000000002A6,1,47.145,332,4,332,4,index=30;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:10.292Z,50160,open,00000000000002A7,1,48.968,334,4,334,4,index=31;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:10.345Z,50160,open,00000000000002A8,1,46.637,336,4,336,4,index=32;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:10.401Z,50160,open,00000000000002A9,1,46.454,338,4,338,4,index=33;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:10.457Z,50160,open,00000000000002AA,1,47.687,340,4,340,4,index=34;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:10.513Z,50160,open,00000000000002AB,1,47.927,342,4,342,4,index=35;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:10.572Z,50160,open,00000000000002AC,1,48.978,344,4,344,4,index=36;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:10.629Z,50160,open,00000000000002AD,1,48.737,346,4,346,4,index=37;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:10.686Z,50160,open,00000000000002AE,1,48.263,348,4,348,4,index=38;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:10.743Z,50160,open,00000000000002AF,1,47.103,350,4,350,4,index=39;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:10.800Z,50160,open,00000000000002B0,1,47.252,352,4,352,4,index=40;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:10.855Z,50160,open,00000000000002B1,1,47.314,354,4,354,4,index=41;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:10.915Z,50160,open,00000000000002B2,1,48.721,356,4,356,4,index=42;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:10.972Z,50160,open,00000000000002B3,1,47.648,358,4,358,4,index=43;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:11.029Z,50160,open,00000000000002B4,1,48.386,360,4,360,4,index=44;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:11.086Z,50160,open,00000000000002B5,1,47.813,362,4,362,4,index=45;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:11.144Z,50160,open,00000000000002B6,1,47.475,364,4,364,4,index=46;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:11.200Z,50160,open,00000000000002B7,1,47.427,366,4,366,4,index=47;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:11.257Z,50160,open,00000000000002B8,1,47.934,368,4,368,4,index=48;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:11.312Z,50160,open,00000000000002B9,1,47.908,370,4,370,4,index=49;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:11.369Z,50160,open,00000000000002BA,1,47.673,372,4,372,4,index=50;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:11.429Z,50160,open,00000000000002BB,1,51.151,374,4,374,4,index=51;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:11.491Z,50160,open,00000000000002BC,1,52.765,376,4,376,4,index=52;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:11.553Z,50160,open,00000000000002BD,1,50.580,378,4,378,4,index=53;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:11.613Z,50160,open,00000000000002BE,1,50.791,380,4,380,4,index=54;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:11.672Z,50160,open,00000000000002BF,1,49.970,382,4,382,4,index=55;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:11.732Z,50160,open,00000000000002C0,1,51.139,384,4,384,4,index=56;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:11.794Z,50160,open,00000000000002C1,1,52.614,386,4,386,4,index=57;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:11.854Z,50160,open,00000000000002C2,1,51.514,388,4,388,4,index=58;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:11.913Z,50160,open,00000000000002C3,1,51.084,390,4,390,4,index=59;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:11.971Z,50160,open,00000000000002C4,1,48.815,392,4,392,4,index=60;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:12.030Z,50160,open,00000000000002C5,1,49.735,394,4,394,4,index=61;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:12.089Z,50160,open,00000000000002C6,1,49.340,396,4,396,4,index=62;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:12.146Z,50160,open,00000000000002C7,1,48.257,398,4,398,4,index=63;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:12.205Z,50160,open,00000000000002C8,1,49.801,400,4,400,4,index=64;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:12.265Z,50160,open,00000000000002C9,1,49.018,402,4,402,4,index=65;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:12.326Z,50160,open,00000000000002CA,1,51.522,404,4,404,4,index=66;device=4294967295;options=0x8015;hwnd=00000000004913DC
2026-09-14T17:35:12.333Z,50160,terminate_self,0000000000000000,67,0.000,404,4,404,4,no_WTClose
